Timestamp,Vehicle Count,Avg Speed (km/h),Vehicle Types Detected,Vehicle Density (%),Traffic Congestion Level,Lane1,Lane2,Lane3,Lane4
1900-01-01 08:13:00,0.7933333333333333,0.21070234113712372,"35 Vans, 47 Ambulance, 46 Fire Extinguisher",0.4833333333333333,2,1.0,0.0,0.0,0.0
1900-01-01 08:14:00,0.45333333333333337,0.1806020066889632,"90 Ambulance, 52 Fire Extinguisher",0.6833333333333333,0,1.0,1.0,0.0,0.0
1900-01-01 08:15:00,0.006666666666666654,0.1806020066889632,"15 Vans, 68 Patrol",0.25,1,1.0,1.0,0.0,1.0
1900-01-01 08:16:00,0.19999999999999996,0.3010033444816054,"89 Fire Extinguisher, 43 Vans",0.050000000000000044,1,0.0,1.0,1.0,1.0
1900-01-01 08:17:00,0.14666666666666667,0.5217391304347827,"76 Bikes, 81 Ambulance",0.6166666666666667,2,0.0,1.0,1.0,1.0
1900-01-01 08:18:00,0.48,0.43143812709030094,"40 Vans, 83 Patrol, 73 Patrol",0.5833333333333333,2,0.0,0.0,1.0,1.0
1900-01-01 08:19:00,0.4666666666666667,0.2876254180602006,"70 Trucks, 57 Trucks, 75 Vans",0.21666666666666667,2,0.0,0.0,0.0,1.0
1900-01-01 08:20:00,0.56,0.612040133779264,"37 Patrol, 18 Trucks",0.18333333333333335,2,1.0,1.0,0.0,0.0
1900-01-01 08:21:00,0.4,0.1371237458193979,"83 Cars, 87 Ambulance, 90 Trucks",0.18333333333333335,2,0.0,1.0,1.0,0.0
1900-01-01 08:22:00,0.4666666666666667,0.29096989966555187,"14 Vans, 34 Bikes",0.55,2,1.0,0.0,1.0,0.0
1900-01-01 08:23:00,1.0,0.36454849498327757,"60 Fire Extinguisher, 83 Vans, 26 Cars",0.44999999999999996,2,0.0,0.0,1.0,0.0
1900-01-01 08:24:00,0.9333333333333335,0.45484949832775934,"77 Bikes, 52 Trucks",0.2666666666666666,2,1.0,0.0,0.0,1.0
1900-01-01 08:25:00,0.9800000000000001,0.785953177257525,"99 Cars, 30 Trucks",0.6333333333333333,2,1.0,0.0,1.0,1.0
1900-01-01 08:26:00,0.82,0.19732441471571904,"62 Fire Extinguisher, 62 Trucks",0.050000000000000044,2,1.0,0.0,0.0,1.0
1900-01-01 08:27:00,0.8666666666666668,0.511705685618729,"71 Patrol, 26 Trucks, 82 Patrol, 55 Trucks",0.09999999999999998,2,0.0,0.0,0.0,1.0
1900-01-01 08:28:00,0.33333333333333337,0.591973244147157,"22 Ambulance, 27 Vans",0.7,0,1.0,0.0,1.0,0.0
1900-01-01 08:29:00,0.8533333333333334,0.04347826086956519,"47 Patrol, 79 Trucks, 55 Bikes",0.43333333333333335,2,1.0,1.0,0.0,0.0
1900-01-01 08:30:00,0.48,0.6053511705685619,"30 Fire Extinguisher, 73 Ambulance",0.21666666666666667,2,0.0,0.0,1.0,0.0
1900-01-01 08:31:00,0.9066666666666666,0.16722408026755853,"18 Vans, 64 Ambulance, 50 Fire Extinguisher, 83 Bikes",0.25,2,0.0,1.0,0.0,1.0
1900-01-01 08:32:00,0.7933333333333333,0.0635451505016722,"92 Ambulance, 55 Vans, 38 Patrol",0.0,2,0.0,0.0,1.0,0.0
1900-01-01 08:33:00,0.03999999999999998,0.9498327759197325,"98 Bikes, 25 Trucks, 27 Bikes, 57 Patrol",0.55,2,0.0,1.0,1.0,0.0
1900-01-01 08:34:00,0.5133333333333333,0.9665551839464883,"28 Ambulance, 50 Ambulance, 18 Vans",0.19999999999999996,2,0.0,1.0,0.0,1.0
1900-01-01 08:35:00,0.9933333333333333,0.8093645484949832,"88 Patrol, 73 Cars, 50 Cars, 82 Patrol",0.41666666666666663,2,1.0,0.0,1.0,0.0
1900-01-01 08:36:00,0.32666666666666666,0.3010033444816054,"43 Ambulance, 96 Patrol, 17 Patrol",0.7,0,0.0,0.0,1.0,0.0
1900-01-01 08:37:00,0.7466666666666667,0.09364548494983271,"82 Vans, 73 Bikes, 25 Bikes, 84 Cars",0.8,0,1.0,1.0,1.0,1.0
1900-01-01 08:38:00,0.33333333333333337,0.6822742474916388,"57 Patrol, 22 Patrol, 44 Trucks, 10 Bikes",0.8999999999999999,0,0.0,1.0,0.0,1.0
1900-01-01 08:39:00,0.2533333333333333,0.4381270903010035,"76 Trucks, 57 Trucks",0.7666666666666666,0,1.0,1.0,1.0,0.0
1900-01-01 08:40:00,0.29333333333333333,0.12040133779264206,"68 Fire Extinguisher, 97 Fire Extinguisher, 73 Patrol, 51 Vans",0.050000000000000044,1,1.0,0.0,0.0,1.0
1900-01-01 08:41:00,0.30000000000000004,0.49498327759197314,"13 Fire Extinguisher, 87 Cars",0.4666666666666667,2,1.0,1.0,0.0,1.0
1900-01-01 08:42:00,0.6266666666666667,0.030100334448160515,"38 Patrol, 67 Cars, 67 Cars",0.7833333333333332,0,0.0,0.0,0.0,0.0
1900-01-01 08:43:00,0.6266666666666667,0.9096989966555182,"33 Fire Extinguisher, 64 Trucks",0.19999999999999996,2,1.0,0.0,1.0,0.0
1900-01-01 08:44:00,0.026666666666666672,0.2575250836120401,"37 Ambulance, 60 Patrol, 65 Trucks",0.8333333333333333,0,1.0,0.0,1.0,0.0
1900-01-01 08:45:00,0.9600000000000001,0.6622073578595318,"87 Vans, 81 Ambulance",0.033333333333333326,2,0.0,0.0,0.0,1.0
1900-01-01 08:46:00,0.40666666666666673,0.31103678929765877,"25 Cars, 65 Trucks, 60 Trucks, 21 Vans",0.33333333333333337,2,1.0,0.0,0.0,0.0
1900-01-01 08:47:00,0.7200000000000001,0.5183946488294315,"11 Vans, 45 Trucks, 85 Vans",1.0,0,1.0,1.0,0.0,1.0
1900-01-01 08:48:00,0.5733333333333334,0.5451505016722407,"39 Bikes, 75 Trucks, 14 Ambulance",0.19999999999999996,2,0.0,0.0,0.0,0.0
1900-01-01 08:49:00,0.7000000000000001,0.1806020066889632,"29 Cars, 44 Vans",0.09999999999999998,2,0.0,1.0,1.0,0.0
1900-01-01 08:50:00,0.8533333333333334,0.9698996655518395,"71 Patrol, 60 Ambulance, 50 Vans",0.19999999999999996,2,1.0,0.0,1.0,0.0
1900-01-01 08:51:00,0.6666666666666666,0.7759197324414715,"33 Patrol, 84 Patrol, 94 Patrol",0.6333333333333333,2,1.0,0.0,0.0,0.0
1900-01-01 08:52:00,0.23333333333333328,0.939799331103679,"24 Trucks, 43 Bikes, 89 Patrol, 66 Cars",0.2666666666666666,1,0.0,0.0,0.0,1.0
1900-01-01 08:53:00,0.5466666666666666,0.8929765886287624,"18 Ambulance, 100 Bikes, 47 Bikes, 66 Bikes",0.43333333333333335,2,1.0,0.0,0.0,1.0
1900-01-01 08:54:00,0.86,0.5953177257525082,"67 Cars, 82 Fire Extinguisher",0.6166666666666667,2,1.0,0.0,1.0,1.0
1900-01-01 08:55:00,0.053333333333333344,0.9230769230769231,"71 Patrol, 45 Vans, 19 Cars",0.6333333333333333,2,0.0,1.0,0.0,0.0
1900-01-01 08:56:00,0.9466666666666667,0.08695652173913038,"78 Cars, 30 Bikes, 83 Fire Extinguisher, 15 Fire Extinguisher",0.6833333333333333,0,1.0,1.0,1.0,1.0
1900-01-01 08:57:00,0.5866666666666667,0.19397993311036776,"16 Bikes, 92 Patrol",0.5666666666666667,2,0.0,0.0,1.0,0.0
1900-01-01 08:58:00,0.3533333333333334,0.04347826086956519,"37 Ambulance, 22 Fire Extinguisher, 56 Fire Extinguisher, 69 Trucks",0.6333333333333333,2,1.0,0.0,1.0,1.0
1900-01-01 08:59:00,0.9933333333333333,0.32441471571906355,"72 Patrol, 75 Bikes, 26 Fire Extinguisher, 56 Bikes",0.7,0,0.0,1.0,0.0,1.0
1900-01-01 09:00:00,0.3733333333333333,0.38795986622073575,"18 Vans, 38 Ambulance, 32 Cars",0.2833333333333333,2,0.0,1.0,1.0,1.0
1900-01-01 09:01:00,0.18000000000000005,0.2675585284280937,"57 Bikes, 78 Cars",0.8666666666666667,0,1.0,1.0,1.0,1.0
1900-01-01 09:02:00,0.33999999999999997,0.8294314381270902,"85 Fire Extinguisher, 36 Ambulance, 90 Trucks, 78 Cars",0.08333333333333337,2,0.0,0.0,1.0,1.0
1900-01-01 09:03:00,0.8533333333333334,0.35451505016722407,"48 Cars, 50 Bikes",0.43333333333333335,2,0.0,0.0,0.0,1.0
1900-01-01 09:04:00,0.44000000000000006,0.2775919732441471,"80 Cars, 85 Cars, 31 Trucks, 87 Trucks",1.0,0,0.0,1.0,1.0,0.0
1900-01-01 09:05:00,0.9466666666666667,0.5418060200668895,"67 Ambulance, 45 Ambulance, 53 Cars, 49 Vans",0.4,2,0.0,1.0,0.0,1.0
1900-01-01 09:06:00,0.013333333333333308,0.1371237458193979,"24 Ambulance, 98 Patrol",0.3666666666666667,2,1.0,0.0,0.0,0.0
1900-01-01 09:07:00,0.18666666666666665,0.8026755852842808,"14 Patrol, 95 Bikes, 99 Ambulance, 84 Bikes",0.6499999999999999,2,0.0,0.0,1.0,1.0
1900-01-01 09:08:00,0.18000000000000005,0.07023411371237454,"58 Vans, 49 Vans",0.43333333333333335,2,1.0,0.0,1.0,1.0
1900-01-01 09:09:00,0.8666666666666668,0.9866220735785953,"61 Patrol, 33 Ambulance, 16 Bikes",0.1166666666666667,2,1.0,0.0,1.0,1.0
1900-01-01 09:10:00,0.6933333333333335,0.7725752508361203,"100 Patrol, 34 Ambulance, 91 Fire Extinguisher",0.25,2,1.0,0.0,1.0,1.0
1900-01-01 09:11:00,0.09333333333333332,0.19732441471571904,"55 Cars, 90 Fire Extinguisher",0.033333333333333326,1,0.0,0.0,1.0,1.0
1900-01-01 09:12:00,0.09999999999999998,0.0033444816053511683,"32 Bikes, 75 Bikes, 26 Ambulance",0.7833333333333332,0,1.0,0.0,0.0,1.0
1900-01-01 09:13:00,0.3466666666666667,0.8160535117056855,"97 Vans, 87 Bikes, 63 Vans",0.4,2,0.0,1.0,1.0,0.0
1900-01-01 09:14:00,0.22666666666666668,0.705685618729097,"61 Vans, 97 Bikes",0.5833333333333333,2,1.0,0.0,0.0,1.0
1900-01-01 09:15:00,0.86,0.7290969899665551,"10 Cars, 44 Ambulance, 16 Bikes",0.8833333333333333,0,1.0,1.0,1.0,1.0
1900-01-01 09:16:00,0.5,0.7692307692307692,"31 Fire Extinguisher, 46 Cars, 48 Trucks",0.7333333333333334,0,1.0,0.0,0.0,0.0
1900-01-01 09:17:00,0.28,0.07023411371237454,"80 Trucks, 73 Bikes",0.18333333333333335,1,1.0,1.0,1.0,0.0
1900-01-01 09:18:00,0.62,0.35785953177257523,"95 Fire Extinguisher, 78 Fire Extinguisher",0.55,2,0.0,1.0,0.0,0.0
1900-01-01 09:19:00,0.9266666666666666,0.11371237458193972,"79 Vans, 60 Cars, 40 Patrol, 49 Vans",0.5,2,1.0,1.0,0.0,1.0
1900-01-01 09:20:00,0.54,0.8628762541806019,"45 Fire Extinguisher, 87 Bikes",0.75,0,0.0,0.0,0.0,1.0
1900-01-01 09:21:00,0.82,0.6220735785953178,"34 Ambulance, 87 Patrol",0.31666666666666665,2,1.0,0.0,1.0,0.0
1900-01-01 09:22:00,0.15333333333333332,0.3277591973244146,"23 Trucks, 32 Fire Extinguisher, 33 Patrol",0.033333333333333326,1,1.0,0.0,0.0,1.0
1900-01-01 09:23:00,0.7333333333333333,0.06020066889632103,"12 Cars, 33 Trucks, 81 Trucks",0.21666666666666667,2,0.0,1.0,1.0,1.0
1900-01-01 09:24:00,0.6733333333333335,0.3076923076923077,"15 Fire Extinguisher, 87 Trucks, 60 Vans, 29 Patrol",0.41666666666666663,2,1.0,1.0,1.0,0.0
1900-01-01 09:25:00,0.9,0.32441471571906355,"39 Vans, 30 Bikes",0.18333333333333335,2,1.0,0.0,1.0,0.0
1900-01-01 09:26:00,0.24,0.7290969899665551,"77 Patrol, 91 Trucks",0.33333333333333337,2,0.0,1.0,1.0,0.0
1900-01-01 09:27:00,0.7733333333333333,0.6354515050167224,"26 Bikes, 64 Ambulance",0.43333333333333335,2,1.0,1.0,1.0,0.0
1900-01-01 09:28:00,0.6333333333333333,0.8862876254180603,"84 Trucks, 97 Ambulance",0.1333333333333333,2,1.0,0.0,1.0,1.0
1900-01-01 09:29:00,0.2733333333333333,0.4715719063545152,"42 Vans, 53 Patrol",0.18333333333333335,1,0.0,1.0,0.0,0.0
1900-01-01 09:30:00,0.22666666666666668,0.117056856187291,"84 Fire Extinguisher, 90 Patrol",0.9166666666666667,0,1.0,0.0,0.0,0.0
1900-01-01 09:31:00,0.1333333333333333,0.7123745819397993,"41 Patrol, 61 Bikes, 79 Bikes, 72 Ambulance",0.95,0,1.0,1.0,0.0,0.0
1900-01-01 09:32:00,0.3866666666666667,0.7591973244147157,"51 Bikes, 70 Patrol, 29 Patrol, 76 Patrol",0.30000000000000004,2,0.0,1.0,1.0,1.0
1900-01-01 09:33:00,0.06666666666666665,0.5585284280936453,"31 Bikes, 17 Fire Extinguisher",0.2833333333333333,1,0.0,0.0,1.0,1.0
1900-01-01 09:34:00,0.9866666666666667,0.7692307692307692,"61 Patrol, 13 Bikes, 17 Bikes",0.6666666666666667,0,1.0,0.0,1.0,1.0
1900-01-01 09:35:00,0.48,0.49163879598662197,"99 Trucks, 53 Patrol, 90 Ambulance",0.6000000000000001,2,1.0,1.0,0.0,0.0
1900-01-01 09:36:00,0.9800000000000001,0.5217391304347827,"76 Ambulance, 87 Vans, 86 Fire Extinguisher, 97 Bikes",0.6499999999999999,2,1.0,1.0,1.0,0.0
1900-01-01 09:37:00,0.42000000000000004,0.4247491638795986,"92 Fire Extinguisher, 54 Fire Extinguisher, 65 Trucks, 38 Cars",1.0,0,1.0,1.0,1.0,0.0
1900-01-01 09:38:00,0.44666666666666666,0.02341137123745818,"43 Trucks, 72 Trucks",0.2666666666666666,2,0.0,0.0,1.0,0.0
1900-01-01 09:39:00,0.21999999999999997,0.10367892976588622,"22 Patrol, 64 Fire Extinguisher, 54 Patrol, 69 Fire Extinguisher",0.1166666666666667,1,0.0,0.0,0.0,0.0
1900-01-01 09:40:00,0.09333333333333332,0.026755852842809236,"53 Bikes, 31 Vans",0.6000000000000001,2,0.0,0.0,1.0,1.0
1900-01-01 09:41:00,0.6466666666666667,0.6354515050167224,"68 Cars, 80 Cars",0.55,2,1.0,1.0,0.0,1.0
1900-01-01 09:42:00,0.7200000000000001,0.31103678929765877,"11 Vans, 94 Cars",0.7166666666666666,0,1.0,0.0,0.0,1.0
1900-01-01 09:43:00,0.7000000000000001,0.5083612040133778,"32 Fire Extinguisher, 34 Bikes, 49 Vans",0.8333333333333333,0,1.0,1.0,1.0,1.0
1900-01-01 09:44:00,0.9400000000000001,0.9063545150501673,"48 Ambulance, 37 Bikes, 68 Trucks, 86 Patrol",0.5166666666666666,2,0.0,1.0,1.0,0.0
1900-01-01 09:45:00,0.5133333333333333,0.24749163879598657,"60 Cars, 60 Fire Extinguisher, 68 Vans",0.8999999999999999,0,1.0,1.0,1.0,1.0
1900-01-01 09:46:00,0.92,0.40802675585284276,"79 Vans, 50 Patrol, 29 Trucks",0.8500000000000001,0,1.0,0.0,1.0,0.0
1900-01-01 09:47:00,0.026666666666666672,0.7558528428093645,"27 Fire Extinguisher, 12 Vans, 56 Patrol",0.6000000000000001,2,1.0,1.0,0.0,0.0
1900-01-01 09:48:00,0.8533333333333334,0.22742474916387956,"89 Bikes, 82 Trucks, 84 Patrol",0.06666666666666665,2,1.0,0.0,0.0,1.0
1900-01-01 09:49:00,0.18666666666666665,0.0735785953177257,"84 Trucks, 51 Cars, 12 Vans",0.6833333333333333,0,0.0,1.0,0.0,0.0
1900-01-01 09:50:00,0.8266666666666668,0.2876254180602006,"34 Trucks, 34 Bikes",0.2833333333333333,2,0.0,0.0,1.0,0.0
1900-01-01 09:51:00,0.9066666666666666,0.15719063545150502,"59 Patrol, 74 Ambulance, 54 Patrol",0.09999999999999998,2,1.0,0.0,0.0,1.0
1900-01-01 09:52:00,0.66,0.9297658862876252,"27 Fire Extinguisher, 22 Patrol, 12 Ambulance, 83 Patrol",0.5,2,0.0,0.0,0.0,1.0
1900-01-01 09:53:00,0.5133333333333333,0.8060200668896322,"80 Patrol, 93 Cars, 32 Cars",0.44999999999999996,2,1.0,0.0,0.0,0.0
1900-01-01 09:54:00,0.7200000000000001,0.6321070234113713,"80 Ambulance, 61 Vans",0.9666666666666666,0,0.0,1.0,0.0,1.0
1900-01-01 09:55:00,0.5666666666666667,0.8695652173913044,"99 Fire Extinguisher, 14 Fire Extinguisher, 65 Fire Extinguisher, 44 Bikes",0.9166666666666667,0,1.0,1.0,0.0,0.0
1900-01-01 09:56:00,0.4666666666666667,0.8026755852842808,"54 Patrol, 44 Trucks, 77 Cars, 50 Fire Extinguisher",0.15000000000000002,2,0.0,1.0,1.0,1.0
1900-01-01 09:57:00,0.8266666666666668,0.18394648829431437,"14 Ambulance, 79 Bikes, 69 Cars",0.8333333333333333,0,0.0,0.0,1.0,0.0
1900-01-01 09:58:00,0.7266666666666667,0.8929765886287624,"52 Cars, 76 Patrol, 94 Ambulance",0.8500000000000001,0,1.0,0.0,0.0,0.0
1900-01-01 09:59:00,0.6533333333333333,0.5384615384615385,"74 Vans, 20 Cars, 87 Trucks",0.0,2,0.0,0.0,0.0,1.0
1900-01-01 10:00:00,0.3733333333333333,0.8060200668896322,"76 Fire Extinguisher, 76 Cars",0.7833333333333332,0,1.0,0.0,1.0,1.0
1900-01-01 10:01:00,0.4666666666666667,0.8963210702341136,"55 Fire Extinguisher, 68 Patrol, 78 Bikes",0.16666666666666663,2,0.0,1.0,1.0,0.0
1900-01-01 10:02:00,0.19999999999999996,0.31438127090301005,"76 Trucks, 83 Ambulance, 93 Trucks",0.3666666666666667,2,0.0,1.0,1.0,1.0
1900-01-01 10:03:00,0.3866666666666667,0.1070234113712375,"15 Ambulance, 14 Patrol",0.8999999999999999,0,1.0,0.0,1.0,0.0
1900-01-01 10:04:00,0.15999999999999998,0.2240802675585284,"46 Fire Extinguisher, 100 Patrol, 80 Patrol",0.16666666666666663,1,1.0,1.0,0.0,0.0
1900-01-01 10:05:00,0.8133333333333334,0.4247491638795986,"31 Fire Extinguisher, 53 Trucks, 25 Fire Extinguisher",0.033333333333333326,2,0.0,1.0,0.0,0.0
1900-01-01 10:06:00,0.3533333333333334,0.8160535117056855,"60 Bikes, 33 Vans, 15 Fire Extinguisher",0.9166666666666667,0,0.0,1.0,0.0,0.0
1900-01-01 10:07:00,0.21333333333333337,0.8595317725752507,"22 Cars, 61 Vans",0.7,0,0.0,1.0,1.0,0.0
1900-01-01 10:08:00,0.24,0.0033444816053511683,"34 Patrol, 54 Vans, 99 Bikes",0.08333333333333337,1,1.0,0.0,0.0,0.0
1900-01-01 10:09:00,0.5266666666666667,0.5083612040133778,"22 Fire Extinguisher, 18 Cars, 50 Bikes",0.75,0,1.0,0.0,1.0,1.0
1900-01-01 10:10:00,0.20666666666666667,0.4147157190635451,"78 Trucks, 95 Vans, 29 Fire Extinguisher",0.8,0,0.0,1.0,1.0,1.0
1900-01-01 10:11:00,0.9466666666666667,0.22073578595317722,"86 Bikes, 61 Bikes, 34 Ambulance, 86 Ambulance",0.2666666666666666,2,1.0,0.0,1.0,0.0
1900-01-01 10:12:00,0.3733333333333333,0.117056856187291,"13 Patrol, 25 Ambulance",0.6166666666666667,2,1.0,0.0,0.0,0.0
1900-01-01 10:13:00,0.8266666666666668,0.33444816053511706,"50 Ambulance, 20 Vans",0.6333333333333333,2,0.0,1.0,1.0,0.0
1900-01-01 10:14:00,0.1333333333333333,0.9431438127090299,"48 Cars, 28 Vans, 100 Bikes, 34 Ambulance",0.8500000000000001,0,1.0,1.0,0.0,0.0
1900-01-01 10:15:00,0.7800000000000001,0.32107023411371227,"21 Ambulance, 14 Fire Extinguisher, 41 Patrol, 40 Patrol",0.9833333333333334,0,1.0,0.0,0.0,0.0
1900-01-01 10:16:00,0.8466666666666668,0.5183946488294315,"71 Cars, 42 Bikes, 63 Vans",0.33333333333333337,2,1.0,1.0,0.0,0.0
1900-01-01 10:17:00,0.7666666666666667,0.7023411371237458,"38 Bikes, 52 Patrol",0.9833333333333334,0,0.0,0.0,1.0,0.0
1900-01-01 10:18:00,0.45999999999999996,0.3612040133779264,"81 Trucks, 22 Ambulance, 85 Patrol, 81 Bikes",0.5666666666666667,2,1.0,0.0,1.0,0.0
1900-01-01 10:19:00,0.5466666666666666,0.9732441471571907,"29 Trucks, 71 Patrol",0.8833333333333333,0,0.0,1.0,0.0,1.0
1900-01-01 10:20:00,0.10666666666666663,0.9632107023411369,"23 Patrol, 66 Bikes, 14 Patrol, 53 Bikes",0.18333333333333335,1,0.0,0.0,1.0,1.0
1900-01-01 10:21:00,0.54,0.25083612040133785,"20 Bikes, 36 Vans",0.7666666666666666,0,0.0,0.0,0.0,0.0
1900-01-01 10:22:00,0.8266666666666668,0.49498327759197314,"93 Ambulance, 54 Trucks, 30 Bikes",0.8500000000000001,0,1.0,1.0,0.0,0.0
1900-01-01 10:23:00,0.2866666666666666,0.2976588628762541,"23 Trucks, 17 Bikes, 46 Bikes",0.30000000000000004,1,1.0,1.0,0.0,1.0
1900-01-01 10:24:00,0.006666666666666654,0.28093645484949825,"73 Fire Extinguisher, 14 Fire Extinguisher, 17 Cars",0.8333333333333333,0,0.0,0.0,1.0,0.0
1900-01-01 10:25:00,0.053333333333333344,0.03344481605351168,"88 Cars, 61 Cars",0.8833333333333333,0,0.0,1.0,1.0,0.0
1900-01-01 10:26:00,0.5933333333333334,0.6086956521739129,"44 Trucks, 84 Cars, 60 Trucks, 15 Trucks",0.5,2,0.0,0.0,1.0,1.0
1900-01-01 10:27:00,0.6266666666666667,0.5016722408026757,"34 Fire Extinguisher, 83 Trucks, 72 Patrol",0.43333333333333335,2,1.0,0.0,0.0,0.0
1900-01-01 10:28:00,0.7600000000000001,0.04682274247491636,"89 Vans, 39 Ambulance, 63 Trucks",0.8333333333333333,0,0.0,1.0,1.0,0.0
1900-01-01 10:29:00,0.9933333333333333,0.2775919732441471,"26 Ambulance, 21 Vans",0.4833333333333333,2,0.0,0.0,0.0,0.0
1900-01-01 10:30:00,0.19999999999999996,0.9063545150501673,"39 Trucks, 59 Fire Extinguisher, 70 Vans, 70 Ambulance",0.8166666666666667,0,1.0,1.0,0.0,1.0
1900-01-01 10:31:00,0.7133333333333333,0.23745819397993306,"65 Cars, 64 Fire Extinguisher",0.6499999999999999,2,1.0,1.0,1.0,1.0
1900-01-01 10:32:00,0.5733333333333334,0.14046822742474918,"52 Cars, 79 Vans, 26 Vans, 45 Trucks",0.31666666666666665,2,0.0,1.0,0.0,0.0
1900-01-01 10:33:00,0.9133333333333334,0.488294314381271,"61 Ambulance, 62 Bikes, 22 Patrol, 74 Trucks",0.4666666666666667,2,1.0,1.0,1.0,0.0
1900-01-01 10:34:00,0.40666666666666673,0.9866220735785953,"71 Ambulance, 14 Trucks, 83 Vans, 91 Patrol",0.35,2,0.0,1.0,1.0,1.0
1900-01-01 10:35:00,0.5933333333333334,0.24080267558528423,"18 Vans, 92 Fire Extinguisher, 82 Vans",0.9833333333333334,0,1.0,0.0,0.0,0.0
1900-01-01 10:36:00,0.4733333333333334,0.6722408026755853,"83 Vans, 44 Vans, 41 Cars, 99 Trucks",0.8,0,1.0,0.0,1.0,0.0
1900-01-01 10:37:00,0.18666666666666665,0.7591973244147157,"46 Cars, 56 Bikes, 73 Vans",0.5666666666666667,2,0.0,0.0,0.0,0.0
1900-01-01 10:38:00,0.6666666666666666,0.234113712374582,"79 Vans, 53 Ambulance, 37 Patrol",0.050000000000000044,2,1.0,0.0,1.0,1.0
1900-01-01 10:39:00,0.45999999999999996,0.7257525083612038,"62 Ambulance, 86 Ambulance, 72 Bikes, 34 Vans",0.5166666666666666,2,1.0,0.0,1.0,0.0
1900-01-01 10:40:00,0.88,0.36454849498327757,"89 Ambulance, 100 Cars, 40 Trucks",0.9333333333333333,0,1.0,0.0,0.0,0.0
1900-01-01 10:41:00,0.4,0.6321070234113713,"82 Bikes, 72 Patrol, 70 Fire Extinguisher, 31 Trucks",0.7,0,0.0,1.0,1.0,1.0
1900-01-01 10:42:00,0.44666666666666666,0.6321070234113713,"85 Trucks, 55 Bikes, 33 Patrol, 60 Ambulance",0.9666666666666666,0,0.0,0.0,1.0,1.0
1900-01-01 10:43:00,0.17333333333333334,0.5351170568561874,"28 Bikes, 85 Bikes",0.41666666666666663,2,1.0,1.0,0.0,0.0
1900-01-01 10:44:00,0.3866666666666667,0.08695652173913038,"77 Trucks, 27 Ambulance",0.41666666666666663,2,0.0,1.0,0.0,0.0
1900-01-01 10:45:00,0.3666666666666667,0.8361204013377925,"83 Trucks, 94 Ambulance",0.8999999999999999,0,0.0,1.0,0.0,0.0
1900-01-01 10:46:00,0.82,0.3177257525083612,"64 Vans, 38 Fire Extinguisher, 84 Ambulance",0.41666666666666663,2,0.0,0.0,0.0,1.0
1900-01-01 10:47:00,0.10666666666666663,0.18394648829431437,"65 Ambulance, 70 Trucks, 29 Cars",0.25,1,0.0,1.0,1.0,0.0
1900-01-01 10:48:00,0.7333333333333333,0.03678929765886285,"61 Vans, 58 Cars, 34 Fire Extinguisher, 32 Bikes",0.3833333333333333,2,0.0,0.0,0.0,0.0
